school_name,state,number_of_ratings,facilities,location,happiness,opportunities,clubs,social,safety,food,internet
George Fox University,Oregon,72.0,4.2,4.0,4.4,4.0,3.5,3.8,4.6,2.8,3.1
George Mason University,Virginia,1056.0,3.5,3.8,3.4,3.7,3.3,3.0,3.4,2.9,3.0
Geneva College,Pennsylvania,69.0,3.7,3.1,3.9,3.5,3.1,3.2,4.5,2.9,2.4
Gardner-Webb University,North Carolina,59.0,3.8,2.8,3.8,3.5,3.3,3.3,4.6,3.1,2.7
Georgia College,Georgia,250.0,4.4,3.5,4.2,3.8,3.8,3.9,3.9,3.0,3.5
Georgetown College,Kentucky,35.0,2.9,3.6,3.3,3.2,3.1,3.1,3.1,2.4,3.1
Georgia Southern University,Georgia,678.0,4.5,3.6,4.3,3.9,4.0,4.1,3.5,3.7,3.5
Georgia Southwestern State University,Georgia,76.0,3.4,2.8,3.2,3.0,3.1,2.9,3.5,2.6,2.7
Georgia State University,Georgia,763.0,3.3,3.7,3.7,3.9,3.6,3.5,2.5,3.4,3.5
Georgia Institute of Technology,Georgia,386.0,4.2,4.4,3.7,4.7,3.9,3.6,3.9,2.8,4.1
Gettysburg College,Pennsylvania,126.0,4.4,3.4,4.3,4.2,3.9,3.8,4.4,4.3,3.5
Georgian Court University,New Jersey,102.0,3.3,2.4,3.0,3.0,2.7,2.2,3.9,2.5,3.0
Glenville State University,West Virginia,19.0,3.2,1.9,3.3,2.7,2.5,2.3,3.3,2.5,2.2
Kettering University,Michigan,130.0,3.1,2.3,3.5,4.5,3.8,3.4,2.6,2.4,3.4
Golden Gate University,California,24.0,3.7,4.0,4.1,3.5,3.1,2.8,4.2,2.8,3.9
Gonzaga University,Washington,297.0,4.3,3.6,4.3,4.1,4.0,4.0,3.5,3.2,3.5
Goshen College,Indiana,19.0,4.2,4.1,4.6,4.4,3.8,4.0,4.7,3.1,4.4
Gordon College,Massachusetts,61.0,4.1,4.1,4.6,3.7,3.9,3.7,4.5,3.0,3.2
Goldey-Beacom College,Delaware,23.0,3.7,3.9,4.0,4.0,2.9,3.1,4.4,3.4,4.0
Goucher College,Maryland,83.0,3.7,4.0,3.8,3.5,3.4,2.7,4.1,3.6,3.4
Governors State University,Illinois,96.0,3.0,2.9,3.1,3.1,2.9,2.7,4.0,2.4,3.3
Grace College and Theological Seminary,Indiana,49.0,3.7,3.8,3.7,3.4,3.0,3.3,4.2,2.5,3.1
Graceland University,Iowa,18.0,3.4,2.6,3.4,3.1,3.3,3.2,4.3,2.2,2.9
Greensboro College,North Carolina,18.0,3.2,4.3,3.4,3.2,2.8,2.9,3.3,2.6,2.9
Grand Valley State University,Michigan,1095.0,4.5,3.8,4.3,4.1,4.0,3.7,4.0,3.4,3.6
Grand Canyon University,Arizona,889.0,4.2,2.7,4.0,3.9,3.8,3.9,4.3,3.6,3.4
Grinnell College,Iowa,108.0,4.3,2.8,4.1,4.1,3.8,4.0,4.5,3.4,3.7
Greenville University,Illinois,73.0,2.0,1.7,2.0,1.9,1.9,1.9,3.1,2.2,1.5
Gustavus Adolphus College,Minnesota,142.0,4.4,3.6,4.4,4.2,4.2,4.2,4.2,4.4,3.6
Guilford College,North Carolina,56.0,4.2,4.1,4.1,3.7,3.6,3.6,3.6,3.1,3.4
Grove City College,Pennsylvania,190.0,4.0,3.1,3.9,3.9,3.7,3.3,4.6,2.8,3.0
Hamilton College,New York,88.0,4.6,3.0,4.4,4.4,3.9,3.8,4.4,3.5,4.2
Hampden-Sydney College,Virginia,56.0,4.2,3.3,4.3,4.7,3.9,4.4,4.4,2.3,3.0
Hamline University,Minnesota,117.0,3.8,3.7,3.8,3.7,3.4,3.2,3.1,2.9,3.4
Hampshire College,Massachusetts,29.0,3.4,4.2,4.2,3.7,3.7,3.5,4.1,2.8,3.9
Hampton University,Virginia,109.0,3.0,3.1,3.4,3.6,3.3,3.4,3.6,2.3,2.2
Hannibal-LaGrange University,Missouri,13.0,3.2,3.0,3.2,2.9,2.4,3.3,4.4,2.2,2.6
Harding University,Arkansas,240.0,4.4,3.2,4.3,4.2,4.2,4.1,4.6,2.6,3.1
Hardin-Simmons University,Texas,45.0,4.1,3.4,4.0,3.7,3.5,3.6,4.2,2.7,3.5
Hanover College,Indiana,53.0,4.1,3.4,4.2,3.9,3.5,3.8,3.8,2.7,2.9
Heritage University,Washington,9.0,3.3,3.0,3.9,3.9,2.9,3.3,3.8,3.4,3.3
Harvey Mudd College,California,25.0,3.9,3.6,4.1,4.4,4.2,4.2,4.8,4.4,4.4
Hartwick College,New York,71.0,3.1,3.1,3.1,3.4,3.3,3.1,3.4,2.5,2.9
Hendrix College,Arkansas,96.0,4.3,3.2,4.3,4.2,4.0,4.1,3.7,4.2,2.6
Hastings College,Nebraska,25.0,4.1,3.6,4.1,3.8,3.7,3.6,4.5,2.7,3.4
Harvard University,Massachusetts,147.0,3.2,3.3,3.0,3.6,3.1,2.9,3.3,3.2,3.3
Henderson State University,Arkansas,57.0,3.0,2.6,3.3,3.2,2.6,2.8,3.4,2.2,2.7
Haverford College,Pennsylvania,46.0,4.5,4.4,4.2,4.2,4.1,4.0,5.0,3.0,3.7
Hawaii Pacific University,Hawaii,150.0,3.1,3.3,3.5,3.2,2.9,2.9,2.6,3.0,3.4
Hiram College,Ohio,25.0,3.5,2.9,3.7,3.5,3.1,3.2,4.3,2.8,3.0
High Point University,North Carolina,270.0,4.8,3.1,4.1,4.2,3.9,3.8,4.5,4.3,3.7
Hollins University,Virginia,63.0,3.8,3.4,3.5,3.5,3.4,3.2,4.1,2.2,3.0
Hofstra University,New York,351.0,4.1,3.3,3.8,3.8,3.7,3.5,3.7,3.2,3.8
Houston Christian University,Texas,125.0,3.2,3.2,3.3,3.3,3.0,2.9,3.3,2.5,2.5
Hood College,Maryland,82.0,3.4,4.1,3.5,3.5,3.2,3.1,3.4,2.4,2.8
Howard Payne University,Texas,25.0,3.1,2.4,3.4,3.3,2.7,3.1,4.1,2.7,3.4
Huntingdon College,Alabama,21.0,4.0,3.5,4.1,3.8,3.6,3.8,3.3,3.1,2.3
Cal Polytechnic Humboldt,California,284.0,4.0,4.3,4.1,3.6,3.7,3.6,3.6,3.3,3.5
Huntington University,Indiana,17.0,3.9,3.5,4.1,3.9,3.7,4.0,4.3,2.9,3.3
Huston-Tillotson University,Texas,14.0,3.5,4.5,4.1,3.6,3.3,3.6,3.4,2.7,3.3
Husson University,Maine,75.0,3.6,3.6,3.8,3.5,3.3,3.4,4.8,3.5,2.9
Illinois College,Illinois,32.0,3.6,2.9,2.9,3.3,3.2,2.9,3.9,2.2,2.3
Idaho State University,Idaho,193.0,3.5,3.3,3.6,3.2,2.9,3.0,4.1,3.0,3.3
Illinois Wesleyan University,Illinois,100.0,4.0,3.6,3.9,4.0,3.6,3.4,4.1,2.7,2.8
Illinois Institute of Technology,Illinois,171.0,3.0,3.8,3.2,3.5,3.0,2.6,2.5,2.6,3.3
Immaculata University,Pennsylvania,56.0,3.5,3.4,3.3,3.4,2.7,2.5,4.7,2.3,3.4
Illinois State University,Illinois,538.0,4.2,4.1,4.3,4.1,4.0,4.0,3.9,3.7,3.6
Indiana University Bloomington,Indiana,752.0,4.5,4.3,4.4,4.3,4.3,4.4,3.6,3.5,3.7
Indiana State University,Indiana,332.0,3.7,3.0,3.7,3.5,3.5,3.4,3.5,2.9,3.3
Indiana University East,Indiana,27.0,3.9,3.8,4.0,3.6,3.4,3.6,4.4,3.1,4.3
Indiana University Northwest,Indiana,74.0,3.3,2.6,3.6,3.4,2.8,2.6,4.1,3.0,4.0
Indiana Institute of Technology,Indiana,36.0,3.4,3.1,3.0,3.4,2.9,2.7,3.7,2.4,2.8
Indiana University Southeast,Indiana,182.0,3.8,3.8,4.0,3.4,3.0,2.9,4.3,3.2,3.9
Indiana University of Pennsylvania,Pennsylvania,427.0,4.0,3.4,4.0,3.6,3.6,3.8,3.7,3.1,3.4
Indiana Wesleyan University,Indiana,123.0,4.4,3.0,4.0,3.7,3.0,3.6,4.2,3.6,3.3
Institute of Transpersonal Psychology,California,1.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0
Ithaca College,New York,217.0,3.8,4.0,4.2,4.0,4.0,3.8,4.3,3.0,3.0
Iowa State University,Iowa,939.0,4.5,4.2,4.5,4.4,4.3,4.2,4.2,3.8,3.7
Jackson State University,Mississippi,34.0,3.9,2.9,3.6,3.7,3.9,4.1,3.0,3.5,3.4
John Brown University,Arkansas,58.0,4.1,3.6,4.0,3.8,3.4,3.8,4.5,2.8,3.4
Jacksonville University,Florida,114.0,3.5,3.1,3.6,3.5,3.3,3.3,3.3,2.7,3.1
James Madison University,Virginia,997.0,4.7,4.2,4.6,4.4,4.5,4.6,4.4,4.6,3.7
University of Jamestown,North Dakota,18.0,3.8,3.2,3.7,3.2,2.9,3.3,4.4,2.6,2.6
Jacksonville State University,Georgia,251.0,3.8,3.4,3.7,3.4,3.3,3.3,3.5,3.6,3.4
John Carroll University,Ohio,157.0,3.8,4.0,3.9,4.2,3.5,3.5,4.5,2.7,3.3
Johns Hopkins University,Maryland,125.0,4.3,3.6,3.7,4.3,3.8,3.3,3.1,3.5,4.0
Johnson University,Tennessee,27.0,4.6,4.1,4.3,4.0,3.0,3.6,4.1,3.2,3.3
Judson University,Illinois,28.0,3.2,3.6,3.3,3.0,2.7,2.9,3.6,2.6,3.1
Juilliard School,New York,7.0,4.0,5.0,3.4,3.7,2.6,2.0,3.0,2.1,2.7
Kalamazoo College,Michigan,77.0,3.5,3.3,3.3,3.5,3.4,3.2,3.2,2.4,2.7
Juniata College,Pennsylvania,70.0,3.7,2.7,4.0,3.9,3.6,3.3,4.6,2.8,3.2
Kansas Wesleyan University,Kansas,14.0,3.6,3.2,3.8,3.3,3.4,3.2,4.3,2.5,2.6
Kansas State University,Kansas,496.0,4.4,4.3,4.6,4.2,4.2,4.3,4.4,3.8,3.6
Keene State College,New Hampshire,129.0,4.0,3.9,4.0,3.6,3.6,3.8,3.9,3.1,3.2
Kennesaw State University,Georgia,1071.0,4.1,4.0,3.9,3.7,3.5,3.4,3.7,4.0,3.3
Kenyon College,Ohio,109.0,4.3,3.4,4.3,4.0,3.9,3.8,4.6,3.3,3.6
Kent State University,Ohio,670.0,4.1,3.9,4.1,3.9,3.8,3.8,4.4,3.3,3.4
Kentucky Christian University,Kentucky,7.0,2.4,2.0,2.6,2.6,2.1,2.1,3.0,2.7,1.9
Kentucky Wesleyan College,Kentucky,11.0,3.1,3.5,3.5,3.0,3.2,2.7,4.4,2.9,2.7
Knox College,Illinois,99.0,3.7,2.9,4.1,4.0,4.1,3.8,4.1,3.2,3.4
King University,Tennessee,46.0,3.2,3.5,3.8,3.5,3.1,3.5,4.1,2.9,3.3
Lake Forest College,Illinois,95.0,3.4,3.7,3.5,3.7,3.2,3.0,4.3,3.1,3.5
King's College,Pennsylvania,77.0,3.5,2.8,3.8,3.6,3.1,3.0,3.6,3.1,3.1
Kentucky State University,Kentucky,18.0,2.2,2.1,2.1,2.2,2.1,2.3,2.9,2.7,2.6
La Salle University,Pennsylvania,151.0,3.4,2.7,3.8,3.9,3.5,3.5,2.6,2.8,3.0
LaGrange College,Georgia,18.0,4.6,3.4,4.2,3.8,3.2,3.1,4.5,2.7,2.4
La Sierra University,California,50.0,3.2,3.5,3.4,3.2,2.6,2.6,3.4,2.2,2.9
Lafayette College,Pennsylvania,107.0,4.3,3.5,4.2,4.2,3.8,3.7,4.4,3.4,3.9
Lamar University,Texas,268.0,3.5,2.7,3.4,3.5,3.2,3.1,3.0,3.1,3.2
Langston University,Oklahoma,23.0,3.1,2.4,3.2,3.3,3.3,3.6,2.5,2.8,2.8
Lebanon Valley College,Pennsylvania,81.0,3.8,2.9,3.6,3.6,3.2,2.9,4.3,2.5,3.0
Le Moyne College,New York,176.0,3.4,3.2,3.5,3.6,3.3,3.2,3.5,2.6,2.8
Lawrence University,Wisconsin,61.0,4.0,3.7,4.2,4.0,3.9,3.5,4.6,3.7,3.4
Lehigh University,Pennsylvania,209.0,4.3,3.4,4.3,4.4,3.9,4.2,3.7,3.4,4.1
Lee University,Tennessee,238.0,4.5,3.8,4.3,4.0,4.2,4.1,4.0,3.3,3.2
Lenoir-Rhyne University,North Carolina,69.0,3.5,3.5,3.7,3.5,3.3,3.3,3.8,2.6,3.1
Lesley University,Massachusetts,75.0,3.1,4.2,3.4,3.6,3.0,2.7,3.6,2.5,2.9
Lewis & Clark College,Oregon,92.0,4.2,4.2,4.0,3.6,3.7,3.3,4.5,3.4,3.5
Lewis University,Illinois,189.0,3.8,3.2,3.5,3.3,3.0,2.8,4.4,2.8,2.9
Lewis-Clark State College,Idaho,54.0,3.9,3.5,4.1,3.5,3.2,3.0,4.4,2.8,3.7
Lassen Community College,California,19.0,2.8,2.9,3.1,2.6,2.3,2.3,2.9,2.5,2.8
LeTourneau University,Texas,62.0,3.8,2.8,3.7,3.9,3.2,3.2,4.3,2.9,3.5
Liberty University,Virginia,759.0,4.4,4.0,4.3,4.2,3.8,4.1,4.2,3.7,3.8
Lincoln University,Pennsylvania,25.0,2.6,1.9,2.6,3.0,3.7,3.7,3.0,2.5,2.8
Lincoln Memorial University,Tennessee,49.0,3.0,2.8,2.9,2.8,2.2,2.3,4.1,2.3,3.2
Life University,Georgia,41.0,3.7,3.9,3.3,3.3,3.6,3.1,3.6,3.6,3.4
Linfield University,Oregon,65.0,4.0,3.4,3.9,3.8,3.2,3.1,3.4,2.2,3.0
Lincoln University,California,4.0,4.0,4.5,5.0,4.8,4.3,4.5,4.8,4.0,4.8
Lindenwood University,Missouri,235.0,3.9,3.8,3.6,3.5,3.0,2.9,4.1,2.5,2.7
Loma Linda University,California,25.0,3.2,2.4,3.2,3.2,2.0,2.5,3.9,2.6,3.5
Long Island University,New York,2.0,3.0,3.0,4.0,4.0,2.0,2.0,4.1,2.5,3.0
Long Island University,New York,178.0,2.8,3.6,2.9,2.8,2.7,2.7,3.6,2.6,2.9
Loras College,Iowa,42.0,3.5,3.4,3.7,3.6,3.3,3.3,3.8,2.5,2.4
Longwood University,Virginia,262.0,4.1,3.2,4.0,3.7,3.6,3.8,3.9,2.5,2.9
Louisiana Tech University,Louisiana,355.0,3.9,3.7,4.2,4.0,3.8,3.7,4.3,3.4,3.2
Louisiana State University at Eunice,Louisiana,51.0,3.9,3.7,4.0,3.4,2.7,3.0,4.3,3.9,4.0
Loyola University New Orleans,Louisiana,141.0,3.7,4.5,4.1,3.9,3.6,3.8,3.1,3.2,3.0
Loyola University Chicago,Illinois,595.0,4.2,4.4,4.0,4.0,3.5,3.3,3.4,3.0,3.5
Loyola University Maryland,Maryland,195.0,4.4,3.9,4.0,4.1,3.8,3.6,3.4,3.2,3.7
Loyola Marymount University,California,282.0,4.4,4.7,4.4,4.2,3.7,3.7,4.5,3.0,3.5
Lubbock Christian University,Texas,17.0,3.8,3.9,4.5,3.9,4.2,4.2,4.7,2.8,3.1
Luther College,Iowa,113.0,4.3,3.8,4.3,4.0,3.7,3.9,4.3,3.1,3.4
University of Lynchburg,Virginia,76.0,3.8,3.4,3.8,3.6,3.5,3.4,3.9,3.2,2.9
Lycoming College,Pennsylvania,62.0,3.8,3.6,3.9,3.8,3.8,3.6,3.8,2.3,3.4
Lyon College,Arkansas,21.0,3.7,2.9,3.7,3.6,3.6,3.3,4.1,2.3,2.8
Macalester College,Minnesota,107.0,4.1,4.5,4.3,4.4,3.9,3.7,4.4,3.2,3.7
Lynn University,Florida,92.0,3.6,4.1,3.5,3.5,3.0,3.0,4.1,3.1,3.3
Madonna University,Michigan,105.0,3.0,3.5,3.1,3.0,2.6,2.6,3.8,2.4,3.1
Maine Maritime Academy,Maine,17.0,2.5,2.1,2.5,4.3,2.5,2.9,4.7,1.9,3.2
Manchester University,Indiana,27.0,4.1,2.6,4.0,3.9,3.9,3.5,3.8,2.9,3.4
Malone University,Ohio,25.0,3.8,4.1,4.2,4.0,3.2,3.6,4.8,3.6,3.5
Mansfield University,Pennsylvania,51.0,3.4,3.0,3.3,3.2,3.3,3.2,4.1,2.5,2.8
Marist College,New York,250.0,4.4,3.8,4.2,4.2,3.8,3.8,4.0,2.9,3.5
Marquette University,Wisconsin,362.0,3.9,3.8,4.1,4.3,4.0,3.9,3.0,3.1,3.3
Mars Hill University,North Carolina,23.0,3.2,3.6,3.7,3.4,3.1,3.4,2.8,2.5,2.3
Maryland Institute College of Art,Maryland,84.0,3.6,3.2,3.7,3.8,3.3,3.4,2.2,2.5,2.6
Marymount University,Virginia,145.0,3.1,4.2,3.4,3.6,3.2,3.0,3.7,2.5,3.0
University of Mary Washington,Virginia,282.0,4.2,4.1,4.0,3.7,3.7,3.3,4.3,2.8,3.2
Maryville College,Tennessee,63.0,3.9,4.3,4.0,3.7,3.3,3.2,4.0,2.6,3.2
Marymount Manhattan College,New York,92.0,3.4,4.4,3.2,3.4,3.1,3.0,4.0,3.4,2.8
Maryville University,Missouri,111.0,3.7,3.8,3.5,3.7,3.2,2.8,4.5,3.0,4.1
Marywood University,Pennsylvania,112.0,3.7,3.4,3.7,3.4,3.2,3.3,4.2,3.0,2.9
Massachusetts College of Art and Design,Massachusetts,52.0,3.0,4.3,3.8,3.3,2.9,3.2,3.8,1.9,2.9
Massachusetts Institute of Technology,Massachusetts,64.0,3.7,4.3,3.8,4.4,3.7,3.6,4.4,3.3,4.3
The Master's University,California,51.0,4.2,4.2,4.4,3.9,3.4,4.0,4.4,3.1,3.7
Massachusetts Maritime Academy,Massachusetts,27.0,3.2,3.7,3.5,4.5,2.7,1.9,4.7,2.2,2.1
Mayville State University,North Dakota,6.0,2.7,2.5,3.2,3.7,2.7,2.2,2.0,1.8,3.3
McMurry University,Texas,23.0,3.4,3.3,3.7,3.6,3.6,3.5,4.1,2.7,3.1
McKendree University,Illinois,29.0,3.8,3.4,3.9,3.9,3.6,3.5,4.6,3.0,2.7
McNeese State University,Louisiana,228.0,3.5,3.9,3.9,3.5,3.5,3.5,4.0,3.3,3.6
McPherson College,Kansas,16.0,2.7,2.6,2.6,2.6,2.3,2.6,4.6,1.9,2.4
Mercer University,Georgia,192.0,3.8,3.0,3.9,3.9,3.7,3.6,3.1,2.8,2.8
Menlo College,California,28.0,3.9,4.5,4.3,4.2,4.1,4.1,4.3,3.7,4.0
Mercyhurst University,Pennsylvania,112.0,3.7,3.3,3.6,3.5,3.2,3.0,4.0,2.8,2.6
Meredith College,North Carolina,117.0,3.5,4.3,3.8,4.0,3.6,3.5,3.7,2.4,3.6
Messiah University,Pennsylvania,139.0,4.0,3.3,4.0,3.9,3.6,3.5,4.5,3.6,3.0
Colorado Mesa University,Colorado,262.0,4.2,3.9,4.0,3.7,3.6,3.5,4.1,3.1,3.4
Metropolitan State University of Denver,Colorado,535.0,3.6,4.1,3.8,3.6,3.1,2.8,3.5,3.2,3.0
Miami University,Ohio,539.0,4.6,3.6,4.3,4.3,4.3,4.4,4.1,3.8,3.4
Michigan Technological University,Michigan,347.0,3.6,3.5,3.9,4.1,3.6,3.3,4.8,2.6,3.7
MidAmerica Nazarene University,Kansas,16.0,3.0,3.6,3.6,2.8,2.1,2.9,4.8,3.3,2.9
Michigan State University,Michigan,553.0,4.3,4.2,4.4,4.4,4.3,4.4,3.6,4.0,3.7
Middle Tennessee State University,Tennessee,462.0,3.8,3.8,4.0,3.9,3.6,3.5,3.7,3.3,3.0
Midwestern State University,Texas,137.0,3.9,3.4,3.8,3.6,3.3,3.3,4.1,2.8,3.0
Middlebury College,Vermont,24.0,4.4,3.8,4.5,4.1,4.0,3.6,4.3,4.1,4.0
Millersville University,Pennsylvania,330.0,3.7,3.5,3.4,3.4,3.3,3.1,3.8,2.7,2.6
Midland University,Nebraska,25.0,2.9,2.6,2.6,3.0,2.5,3.0,3.3,2.1,2.5
Milligan University,Tennessee,33.0,3.6,3.4,3.3,3.0,2.8,2.9,4.2,2.2,3.2
Millikin University,Illinois,55.0,3.0,2.0,3.1,2.9,2.7,3.0,1.8,2.6,2.6
Minot State University,North Dakota,46.0,3.5,3.0,3.3,3.3,2.8,2.9,4.3,2.6,3.3
Minneapolis College of Art and Design,Minnesota,32.0,3.3,3.5,3.4,3.4,3.3,3.2,3.3,2.8,3.4
Mississippi College,Mississippi,120.0,3.6,3.2,3.6,3.6,3.4,3.3,4.1,2.3,3.1
Missouri Southern State University,Missouri,129.0,3.6,3.5,3.7,3.4,3.2,3.1,4.2,2.6,3.4
Mississippi University for Women,Mississippi,27.0,3.4,3.3,3.9,3.5,3.3,3.3,3.1,2.9,3.3
Molloy University,New York,194.0,3.4,3.7,3.7,3.8,3.3,3.1,4.5,2.8,3.4
Missouri Western State University,Missouri,104.0,3.4,3.4,3.5,3.5,2.9,2.9,4.1,2.9,3.1
Mississippi Valley State University,Mississippi,10.0,2.5,1.9,2.5,2.6,2.7,3.1,2.2,2.4,2.4
Monmouth University,New Jersey,259.0,4.1,4.2,3.8,3.6,3.4,3.2,4.2,2.9,3.2
Missouri Baptist University,Missouri,23.0,3.2,3.4,3.4,3.1,2.7,2.7,4.0,2.6,2.3
Montana State University,Montana,298.0,3.9,4.4,4.1,3.8,3.6,3.7,4.1,3.2,3.2
Montana State University,Montana,20.0,3.5,4.1,3.5,3.3,2.8,2.8,4.2,3.0,3.1
Monmouth College,Illinois,35.0,3.6,2.5,3.4,3.1,2.9,3.1,4.1,2.5,2.4
Montana State University,Montana,9.0,3.2,3.7,3.9,3.2,3.2,3.0,4.3,2.8,3.2
Middlebury Institute of International Studies at Monterey,California,17.0,3.2,3.9,3.7,3.8,3.2,3.3,4.3,2.8,3.6
Montclair State University,New Jersey,701.0,3.5,3.8,3.4,3.4,3.2,2.9,3.9,2.7,3.1
Montreat College,North Carolina,17.0,2.8,4.2,3.8,3.2,2.4,3.4,4.6,1.9,2.4
Moody Bible Institute,Illinois,68.0,3.7,4.8,4.5,4.1,3.5,3.8,3.9,2.7,3.0
Moravian University,Pennsylvania,93.0,3.8,4.0,3.9,3.9,3.6,3.3,4.2,3.0,3.4
Morehead State University,Kentucky,241.0,3.6,3.4,3.7,3.3,3.2,3.2,4.4,3.1,2.8
Morehouse College,Georgia,79.0,2.9,3.2,4.2,4.3,4.0,4.3,2.4,2.5,2.7
Morris College,South Carolina,7.0,2.7,3.3,3.0,3.6,3.6,2.9,2.5,2.3,3.0
Morgan State University,Maryland,226.0,3.3,2.8,3.5,3.4,3.6,3.6,2.3,2.5,2.9
Mount Holyoke College,Massachusetts,135.0,4.6,3.3,4.3,4.1,3.8,3.3,4.7,3.9,4.1
Morningside University,Iowa,17.0,3.9,3.7,4.0,3.8,3.3,4.1,4.0,3.1,3.3
Mount Marty University,South Dakota,2.0,3.0,3.5,3.0,3.0,2.5,2.5,3.6,3.0,3.5
Mount Mercy University,Iowa,33.0,3.5,3.6,3.8,3.7,3.2,3.0,4.2,2.8,2.6
University of Mount Olive,North Carolina,19.0,2.6,3.0,3.2,2.9,2.6,2.8,3.7,2.3,3.1
Mount Saint Mary College,New York,101.0,3.8,2.8,3.3,3.3,3.1,3.1,3.6,2.9,3.3
Mount St. Mary's University,Maryland,69.0,3.8,3.0,4.0,3.6,3.6,3.3,4.5,3.1,3.4
University of Mount Union,Ohio,69.0,4.2,3.0,3.8,3.7,3.4,3.3,3.8,3.0,3.0
Muhlenberg College,Pennsylvania,126.0,4.4,3.7,4.2,4.1,4.0,3.7,4.3,4.2,3.7
Murray State University,Kentucky,264.0,4.0,3.7,4.1,3.8,3.7,3.7,4.3,3.2,3.6
Mount Vernon Nazarene University,Ohio,37.0,3.4,3.3,3.6,3.4,3.3,3.6,4.1,2.5,2.6
Muskingum University,Ohio,33.0,3.6,3.3,3.8,3.5,3.8,3.6,4.6,2.8,3.0
Naval Postgraduate School,California,12.0,4.3,5.0,4.9,4.6,3.5,3.3,5.0,3.5,4.6
National University,California,82.0,3.3,3.9,3.6,3.3,2.4,2.4,3.9,2.8,3.6
Nazareth University,New York,141.0,3.8,4.2,3.7,3.6,3.3,3.2,4.3,2.5,3.2
Nebraska Wesleyan University,Nebraska,59.0,4.1,4.1,4.2,4.2,3.9,3.9,4.3,2.8,2.8
Neumann University,Pennsylvania,67.0,3.6,3.4,3.4,3.3,3.2,2.9,4.3,2.7,2.6
Southern New Hampshire University,New Hampshire,280.0,3.7,3.8,3.8,3.7,3.5,3.4,3.9,3.3,3.6
New England Institute of Technology,Rhode Island,40.0,3.7,3.8,3.7,3.7,2.9,2.8,3.8,2.8,3.4
New England Conservatory of Music,Massachusetts,4.0,3.8,4.5,4.3,4.5,2.3,3.3,5.0,2.8,4.3
New Mexico Highlands University,New Mexico,20.0,2.7,2.6,2.9,2.8,2.0,2.5,3.2,2.4,2.7
New Jersey Institute of Technology,New Jersey,369.0,3.0,2.5,2.8,3.4,2.9,2.6,3.0,2.7,3.6
New Mexico State University,New Mexico,259.0,3.8,3.6,4.0,3.5,3.3,3.4,3.8,3.2,3.6
Western New Mexico University,New Mexico,27.0,2.8,3.1,2.9,2.6,2.1,2.3,3.4,2.5,2.7
New York College of Podiatric Medicine,New York,5.0,2.0,1.8,2.8,4.2,3.8,4.0,2.0,3.2,3.2
New York University,New York,501.0,3.9,4.6,4.1,4.4,3.8,3.7,3.5,3.7,3.9
New York Institute of Technology,New York,83.0,2.7,3.1,2.6,2.8,2.3,2.1,4.0,2.3,3.0
Newberry College,South Carolina,22.0,3.2,2.9,3.4,3.0,2.8,3.3,3.0,2.8,2.4
Niagara University,New York,186.0,3.8,3.8,4.0,4.0,3.8,3.6,4.2,2.8,3.1
Nicholls State University,Louisiana,143.0,4.0,3.7,4.1,3.8,3.7,3.6,4.5,3.5,3.2
Nichols College,Massachusetts,28.0,4.0,2.4,3.3,4.0,3.4,2.9,4.0,2.1,3.5
Massachusetts College of Liberal Arts,Massachusetts,61.0,3.4,2.9,3.4,3.1,3.4,3.2,3.4,2.0,2.6
Norfolk State University,Virginia,121.0,3.4,3.2,3.5,3.5,3.3,3.6,2.9,3.1,3.0
North Carolina Central University,North Carolina,83.0,3.3,2.7,3.5,3.7,3.5,3.6,2.5,3.1,3.1
North Carolina State University,North Carolina,541.0,4.3,4.4,4.4,4.5,4.2,4.2,4.1,3.4,4.0
North Central University,Minnesota,48.0,3.1,4.0,3.7,3.4,2.9,3.3,2.9,2.6,3.1
North Central College,Illinois,184.0,3.8,4.3,3.7,3.9,3.4,3.2,4.6,2.7,3.4
North Dakota State University,North Dakota,296.0,3.8,3.5,4.0,3.8,3.7,3.5,4.3,3.6,3.3
North Greenville University,South Carolina,104.0,3.6,3.6,4.1,3.9,3.3,3.3,4.5,3.0,3.2
Northeastern State University,Oklahoma,135.0,3.8,4.0,4.2,3.7,3.6,3.6,4.3,3.4,3.6
Northeastern Illinois University,Illinois,196.0,3.7,3.7,3.6,3.3,3.1,3.0,4.4,3.1,3.8
University of Louisiana at Monroe,Louisiana,188.0,4.0,3.8,4.0,3.8,3.7,3.7,3.8,3.3,3.1
Northeastern University,Massachusetts,519.0,4.2,4.7,4.3,4.6,4.0,3.7,4.1,3.7,4.2
Northern Illinois University,Illinois,467.0,3.4,3.1,3.6,3.5,3.4,3.3,2.4,3.1,3.4
Northern Michigan University,Michigan,295.0,4.1,4.4,4.3,3.7,3.9,3.8,4.6,3.1,3.7
Northern Kentucky University,Kentucky,421.0,3.9,4.0,4.0,3.8,3.6,3.4,4.5,3.4,3.5
Northern State University,South Dakota,27.0,4.2,3.5,4.3,3.5,3.2,3.5,4.7,2.6,3.3
Northwest Missouri State University,Missouri,208.0,4.2,3.4,4.2,3.8,3.9,4.0,4.5,3.1,3.3
Northwest Nazarene University,Idaho,39.0,3.5,3.4,3.7,3.3,3.3,3.5,4.3,2.7,2.5
